,user_id,anime_id,rating
138,1,25159,-1
139,1,25283,-1
140,1,25397,-1
141,1,26243,-1
142,1,27775,-1
143,1,27899,-1
144,1,28121,-1
145,1,28677,-1
146,1,29093,-1
147,1,29095,-1
148,1,30015,-1
149,1,30296,-1
150,1,30544,-1
151,1,31338,-1
152,1,31845,-1
153,2,11771,10
154,2,12189,-1
155,2,16417,-1
156,3,20,8
157,3,154,6
158,3,170,9
159,3,199,10
160,3,225,9
161,3,341,6
162,3,430,7
163,3,527,7
164,3,552,7
165,3,813,10
166,3,1119,7
167,3,1121,7
168,3,1122,7
169,3,1132,8
170,3,1292,6
171,3,1313,8
172,3,1526,7
173,3,1535,10
174,3,1564,7
175,3,1689,8
176,3,1764,6
177,3,1943,8
178,3,2201,7
179,3,2404,7
180,3,2847,7
181,3,3588,8
182,3,4026,7
183,3,5114,10
184,3,5231,8
185,3,6178,7
186,3,6702,8
187,3,6880,6
188,3,7695,7
189,3,8074,6
190,3,9107,6
191,3,9135,7
192,3,9760,9
193,3,9917,8
194,3,9919,8
195,3,9989,10
196,3,10408,7
197,3,10507,8
198,3,11111,8
199,3,11703,6
200,3,11737,7
201,3,11757,9
202,3,11759,7
203,3,11771,10
204,3,12671,3
205,3,14075,8
206,3,14093,7
207,3,14345,8
208,3,14513,10
209,3,16498,10
210,3,16512,5
211,3,16782,7
212,3,16894,10
213,3,16918,8
214,3,17265,7
215,3,18097,7
216,3,18115,10
217,3,18393,7
218,3,19315,3
219,3,19815,9
220,3,20021,5
221,3,20159,10
222,3,20507,8
223,3,20583,9
224,3,21507,6
225,3,21881,7
226,3,22199,8
227,3,22297,8
228,3,22319,6
229,3,22547,6
230,3,22729,7
231,3,23301,8
232,3,23321,6
233,3,23333,4
234,3,23755,8
235,3,24415,10
236,3,26243,6
237,3,27631,8
238,3,27899,8
239,3,28121,9
240,3,28171,10
241,3,28223,6
242,3,28497,7
243,3,28701,9
244,3,28891,9
245,3,29854,6
246,3,30276,-1
247,3,30503,-1
248,3,31043,10
249,3,31859,7
250,4,6,-1
251,4,72,-1
252,4,121,-1
253,4,150,-1
254,4,166,-1
255,4,205,-1
256,4,226,-1
257,4,857,-1
258,4,1292,-1
259,4,1498,-1
260,4,1535,-1
261,4,1691,-1
262,4,2025,-1
263,4,2966,-1
264,4,2993,-1
265,4,3588,-1
266,4,4063,-1
267,4,4214,-1
268,4,4970,-1
269,4,5341,-1
270,4,6347,-1
271,4,6547,-1
272,4,6702,-1
273,4,6747,-1
274,4,7088,-1
275,4,8525,-1
276,4,9919,-1
277,4,10165,-1
278,4,10620,-1
279,4,11757,-1
280,4,14513,-1
281,4,14765,-1
282,4,16009,-1
283,4,16498,-1
284,4,16742,-1
285,4,16890,-1
286,4,17265,-1
287,4,17505,-1
288,4,17777,-1
289,4,18115,-1
290,4,18153,-1
291,4,18229,-1
292,4,18507,-1
293,4,18679,-1
294,4,19769,-1
295,4,20053,-1
296,4,20431,-1
297,4,20689,-1
298,4,20931,-1
299,4,20973,-1
300,4,21067,-1
301,4,21085,-1
302,5,6,8
303,5,15,6
304,5,17,6
305,5,18,6
306,5,20,6
307,5,22,5
308,5,24,1
309,5,30,1
310,5,45,7
311,5,47,8
312,5,57,7
313,5,63,1
314,5,67,6
315,5,68,6
316,5,132,6
317,5,136,8
318,5,137,8
319,5,138,6
320,5,139,6
321,5,150,2
322,5,152,4
323,5,166,6
324,5,170,6
325,5,174,5
326,5,185,6
327,5,186,6
328,5,189,1
329,5,190,1
330,5,195,4
331,5,199,8
332,5,205,8
333,5,223,6
334,5,225,1
335,5,232,3
336,5,240,4
337,5,241,1
338,5,245,10
339,5,248,1
340,5,249,1
341,5,250,5
342,5,263,7
343,5,264,8
344,5,265,7
345,5,268,7
346,5,269,3
347,5,272,5
348,5,288,2
349,5,292,7
350,5,335,3
351,5,344,7
352,5,371,3
353,5,379,6
354,5,390,3
355,5,392,7
356,5,406,6
357,5,442,4
358,5,443,4
359,5,448,3
360,5,481,3
361,5,482,5
362,5,487,1
363,5,508,3
364,5,517,3
365,5,527,6
366,5,528,7
367,5,534,7
368,5,550,2
369,5,552,7
370,5,709,6
371,5,760,2
372,5,761,5
373,5,813,5
374,5,846,1
375,5,861,2
376,5,874,7
377,5,896,4
378,5,898,5
379,5,903,1
380,5,905,6
381,5,914,7
382,5,918,9
383,5,936,5
384,5,981,5
385,5,987,2
386,5,1117,7
387,5,1132,5
388,5,1138,5
389,5,1195,1
390,5,1210,4
391,5,1253,7
392,5,1254,7
393,5,1257,7
394,5,1313,6
395,5,1469,5
396,5,1535,4
397,5,1559,5
398,5,1564,5
399,5,1614,5
400,5,1668,2
401,5,1669,2
402,5,1674,5
403,5,1685,-1
404,5,1689,7
405,5,1764,6
406,5,1840,1
407,5,1887,3
408,5,1913,8
409,5,1956,2
410,5,2034,3
411,5,2104,1
412,5,2116,5
413,5,2144,1
414,5,2159,7
415,5,2236,8
416,5,2248,5
417,5,2330,5
418,5,2363,6
419,5,2397,7
420,5,2398,7
421,5,2400,6
422,5,2418,9
423,5,2424,3
424,5,2472,5
425,5,2508,3
426,5,2594,8
427,5,2605,7
428,5,2684,6
429,5,2789,1
430,5,2907,5
431,5,2961,6
432,5,2962,6
433,5,2993,2
434,5,3228,7
435,5,3455,2
436,5,3503,1
437,5,3515,7
438,5,3588,5
439,5,3655,5
440,5,3702,9
441,5,3712,1
442,5,3887,7
443,5,3974,5
444,5,4015,1
445,5,4052,5
446,5,4063,2
447,5,4106,-1
448,5,4214,2
449,5,4224,3
450,5,4437,5
451,5,4472,3
452,5,4548,5
453,5,4654,6
454,5,4667,1
455,5,4760,1
456,5,4975,1
457,5,4999,5
458,5,5040,8
459,5,5042,1
460,5,5081,-1
461,5,5251,8
462,5,5258,8
463,5,5277,1
464,5,5279,2
465,5,5526,6
466,5,5667,2
467,5,5680,1
468,5,5681,6
469,5,5958,2
470,5,6098,5
471,5,6201,2
472,5,6211,8
473,5,6324,2
474,5,6325,5
475,5,6347,1
476,5,6377,7
477,5,6385,6
478,5,6512,2
479,5,6547,3
480,5,6695,5
481,5,6702,4
482,5,6746,7
483,5,6791,1
484,5,6885,3
485,5,6956,2
486,5,6974,6
487,5,7088,1
488,5,7148,1
489,5,7593,1
490,5,7647,8
491,5,7661,8
492,5,7674,5
493,5,7720,7
494,5,7762,7
495,5,7769,2
496,5,7791,2
497,5,7817,2
498,5,7858,1
499,5,8074,2
500,5,8277,3
501,5,8302,2
502,5,8407,1
503,5,8408,7
504,5,8424,4
505,5,8457,5
506,5,8516,1
507,5,8525,3
508,5,8619,2
509,5,8675,6
510,5,8769,1
511,5,8841,5
512,5,9041,2
513,5,9074,8
514,5,9181,1
515,5,9220,5
516,5,9253,9
517,5,9355,1
518,5,9367,1
519,5,9379,5
520,5,9471,1
521,5,9479,7
522,5,9741,2
523,5,9919,4
524,5,9936,2
525,5,9969,9
526,5,9981,5
527,5,9989,7
528,5,10020,1
529,5,10030,5
530,5,10080,3
531,5,10108,1
532,5,10110,3
533,5,10119,7
534,5,10162,7
535,5,10163,7
536,5,10172,1
537,5,10209,5
538,5,10216,6
539,5,10396,4
540,5,10397,1
541,5,10521,4
542,5,10589,4
543,5,10638,5
544,5,10719,7
545,5,10790,6
546,5,10805,5
547,5,10863,8
548,5,10897,3
549,5,11013,1
550,5,11113,7
551,5,11179,5
552,5,11319,1
553,5,11371,3
554,5,11433,5
555,5,11499,5
556,5,11577,9
557,5,11597,-1
558,5,11617,2
559,5,11633,7
560,5,11757,1
561,5,11759,3
562,5,11761,4
563,5,11785,3
564,5,11813,5
565,5,11843,8
566,5,11853,6
567,5,12069,7
568,5,12189,5
569,5,12431,8
570,5,12445,4
571,5,12447,4
572,5,12467,5
573,5,12549,2
574,5,12581,3
575,5,12673,5
576,5,12729,1
577,5,13055,5
578,5,13093,5
579,5,13161,1
580,5,13201,5
581,5,13333,5
582,5,13357,2
583,5,13367,2
584,5,13403,1
585,5,13479,6
586,5,13535,7
587,5,13659,1
588,5,13663,2
589,5,13759,3
590,5,13851,1
591,5,14027,2
592,5,14189,3
593,5,14199,1
594,5,14227,2
595,5,14349,6
596,5,14467,5
597,5,14513,7
598,5,14527,4
599,5,14669,7
600,5,14685,4
601,5,14719,9
602,5,14741,4
603,5,14749,2
604,5,14813,3
605,5,14833,-1
606,5,14967,3
607,5,15039,7
608,5,15059,6
609,5,15225,3
610,5,15315,5
611,5,15335,10
612,5,15379,5
613,5,15417,8
614,5,15437,5
615,5,15451,1
616,5,15565,4
617,5,15583,3
618,5,15609,1
619,5,15729,1
620,5,15771,8
621,5,15775,7
622,5,15809,7
623,5,16011,2
624,5,16067,5
625,5,16241,7
626,5,16353,1
627,5,16417,3
628,5,16444,5
629,5,16592,5
630,5,16636,5
631,5,16694,5
632,5,16706,2
633,5,16742,5
634,5,16782,7
635,5,16866,2
636,5,16894,5
637,5,16918,7
638,5,17157,1
639,5,17247,2
640,5,17265,8
641,5,17505,6
642,5,17641,2
643,5,17729,1
644,5,17741,2
645,5,17777,1
646,5,17827,1
647,5,17875,5
648,5,17895,4
649,5,18001,4
650,5,18039,2
651,5,18095,3
652,5,18115,7
653,5,18139,4
654,5,18153,5
655,5,18179,6
656,5,18229,5
657,5,18247,1
658,5,18277,2
659,5,18441,7
660,5,18465,2
661,5,18497,5
662,5,18671,4
663,5,18677,3
664,5,18689,8
665,5,18753,3
666,5,18857,1
667,5,18897,2
668,5,19023,2
669,5,19163,2
670,5,19221,7
671,5,19363,6
672,5,19365,5
673,5,19369,3
674,5,19647,8
675,5,19769,3
676,5,19799,1
677,5,19815,1
678,5,19953,4
679,5,20031,5
680,5,20045,1
681,5,20047,1
682,5,20053,3
683,5,20057,8
684,5,20159,7
685,5,20431,6
686,5,20457,1
687,5,20507,6
688,5,20541,1
689,5,20545,3
690,5,20583,8
691,5,20689,3
692,5,20767,7
693,5,20785,1
694,5,20787,3
695,5,20847,6
696,5,20853,3
697,5,20899,8
698,5,20931,1
699,5,20939,6
700,5,20973,5
701,5,20977,3
702,5,21033,1
703,5,21085,4
704,5,21185,5
705,5,21189,3
706,5,21327,6
707,5,21405,4
708,5,21431,3
709,5,21507,1
710,5,21561,3
711,5,21587,5
712,5,21603,3
713,5,21647,5
714,5,21781,3
715,5,21863,6
716,5,22147,6
717,5,22199,4
718,5,22319,2
719,5,22535,7
720,5,22789,8
721,5,23079,2
722,5,23199,7
723,5,23233,1
724,5,23251,7
725,5,23273,8
726,5,23277,4
727,5,23289,5
728,5,23309,1
729,5,23447,5
730,5,23755,7
731,5,23847,4
732,5,24135,5
733,5,24171,5
734,5,24175,4
735,5,24627,5
736,5,24781,6
737,5,24873,1
738,5,24913,4
739,5,25157,1
740,5,25159,2
741,5,25183,6
742,5,25303,-1
743,5,25397,2
744,5,25429,1
745,5,25635,7
746,5,26055,8
747,5,26349,6
748,5,26441,6
749,5,27899,2
750,5,28121,6
751,5,28297,5
752,5,28677,5
753,5,28819,2
754,5,28891,9
755,5,28907,5
756,5,29027,2
757,5,29035,1
758,5,29317,4
759,5,29785,2
760,5,29786,3
761,5,29803,8
762,5,30831,8
763,5,31240,8
764,5,31636,-1
765,5,31722,7
766,5,31964,-1
767,5,32182,9
768,5,32828,7
769,6,20,-1
770,6,59,-1
771,6,228,-1
772,6,317,-1
773,6,1311,-1
774,6,1535,-1
775,6,1594,-1
776,6,1726,-1
777,6,1818,-1
778,6,2994,-1
779,6,3713,-1
780,6,4999,-1
781,6,6045,-1
782,6,6547,-1
783,6,6880,-1
784,6,7054,-1
785,6,7059,-1
786,6,8074,-1
787,6,8425,-1
788,6,8525,-1
789,6,9515,-1
790,6,9656,-1
791,6,10067,-1
792,6,10080,-1
793,6,10418,-1
794,6,10504,-1
795,6,10719,-1
796,6,10800,-1
797,6,10897,-1
798,6,11285,-1
799,6,12079,-1
800,6,12893,-1
801,6,14027,-1
802,6,14397,-1
803,6,14967,-1
804,6,16317,-1
805,6,19285,-1
806,7,22,7
807,7,30,10
808,7,31,9
809,7,32,9
810,7,59,7
811,7,64,8
812,7,65,7
813,7,111,8
814,7,121,8
815,7,136,8
816,7,139,7
817,7,170,9
818,7,210,9
819,7,223,9
820,7,225,7
821,7,232,8
822,7,245,8
823,7,249,8
824,7,270,9
825,7,339,9
826,7,357,8
827,7,407,8
828,7,435,8
829,7,482,9
830,7,508,7
831,7,530,8
832,7,532,8
833,7,534,9
834,7,535,8
835,7,552,9
836,7,568,8
837,7,740,8
838,7,813,9
839,7,849,7
840,7,934,9
841,7,996,8
842,7,1138,8
843,7,1172,8
844,7,1253,7
845,7,1254,8
846,7,1257,7
847,7,1259,7
848,7,1313,8
849,7,1535,9
850,7,1563,8
851,7,1575,9
852,7,1719,7
853,7,1887,8
854,7,1889,9
855,7,2012,8
856,7,2026,9
857,7,2116,9
858,7,2131,8
859,7,2167,9
860,7,2213,9
861,7,2237,6
862,7,2759,9
863,7,2899,8
864,7,2904,9
865,7,2993,7
866,7,2994,8
867,7,3086,8
868,7,3455,7
869,7,3515,7
870,7,3652,8
871,7,3702,7
872,7,3784,8
873,7,3785,9
874,7,4028,8
875,7,4059,9
876,7,4181,9
877,7,4192,9
878,7,4214,7
879,7,4382,4
880,7,4472,7
881,7,4654,9
882,7,4896,10
883,7,4975,9
884,7,5231,8
885,7,5233,8
886,7,5521,8
887,7,5667,7
888,7,5958,8
889,7,6166,6
890,7,6205,8
891,7,6213,7
892,7,6351,8
893,7,6811,8
894,7,6956,7
895,7,7148,6
896,7,7858,7
897,7,8277,6
898,7,8407,7
899,7,8424,7
900,7,8460,7
901,7,8525,8
902,7,8769,8
903,7,8861,7
904,7,8876,7
905,7,8937,9
906,7,9032,7
907,7,9041,8
908,7,9047,8
909,7,9063,7
910,7,9181,7
911,7,9367,5
912,7,9479,8
913,7,9618,7
914,7,9675,7
915,7,9756,8
916,7,9790,7
917,7,9958,9
918,7,10020,8
919,7,10076,8
920,7,10080,7
921,7,10110,6
922,7,10456,7
923,7,10491,8
924,7,10507,7
925,7,10521,7
926,7,10588,7
927,7,10620,8
928,7,10719,8
929,7,10794,7
930,7,10805,6
931,7,10897,7
932,7,11061,9
933,7,11179,8
934,7,11617,6
935,7,11633,8
936,7,11743,8
937,7,11757,8
938,7,11759,8
939,7,11763,7
940,7,11933,8
941,7,11977,8
942,7,11979,8
943,7,11981,9
944,7,12467,7
945,7,12729,7
946,7,12783,8
947,7,12967,7
948,7,13093,7
949,7,13261,7
950,7,13357,5
951,7,13587,9
952,7,13659,7
953,7,13663,8
954,7,13851,7
955,7,13939,7
956,7,14027,6
957,7,14407,8
958,7,14653,10
959,7,14741,7
960,7,14749,7
961,7,14833,8
962,7,14967,7
963,7,15117,8
964,7,15225,7
965,7,15377,6
966,7,15379,8
967,7,15411,7
968,7,15451,8
969,7,15583,7
970,7,15687,5
971,7,15809,7
972,7,15879,6
973,7,15911,6
974,7,16011,8
975,7,16049,9
976,7,16157,7
977,7,16512,4
978,7,16700,8
979,7,16706,9
980,7,16742,6
981,7,16762,7
982,7,16934,7
983,7,16982,10
984,7,17247,7
985,7,17265,9
986,7,17513,7
987,7,17641,7
988,7,17725,7
989,7,17729,8
990,7,17777,7
991,7,17875,8
992,7,18001,5
993,7,18039,7
994,7,18041,7
995,7,18095,7
996,7,18097,7
997,7,18139,8
998,7,18153,8
999,7,18247,8
1000,7,18277,8
1001,7,18441,8
1002,7,18671,6
1003,7,18677,6
1004,7,18679,8
1005,7,18857,7
1006,7,18893,7
1007,7,18897,8
1008,7,19151,6
1009,7,19163,8
1010,7,19221,7
1011,7,19315,5
1012,7,19367,6
1013,7,19369,8
1014,7,19769,5
1015,7,19815,10
1016,7,19855,7
1017,7,20021,5
1018,7,20031,8
1019,7,20033,6
1020,7,20045,7
1021,7,20047,8
1022,7,20159,10
1023,7,20457,6
1024,7,20479,8
1025,7,20507,8
1026,7,20541,7
1027,7,20545,6
1028,7,20689,9
1029,7,20767,7
1030,7,20919,6
1031,7,20931,7
1032,7,20939,8
1033,7,20977,8
1034,7,21033,8
1035,7,21085,8
1036,7,21177,9
1037,7,21325,6
1038,7,21473,7
1039,7,21511,5
1040,7,21541,7
1041,7,21653,8
1042,7,21679,7
1043,7,21881,6
1044,7,22057,7
1045,7,22071,7
1046,7,22273,8
1047,7,22547,6
1048,7,22663,7
1049,7,22961,7
1050,7,23153,7
1051,7,23227,7
1052,7,23233,7
1053,7,23289,8
1054,7,23321,7
1055,7,23383,8
1056,7,23421,9
1057,7,23427,7
1058,7,23755,8
1059,7,23945,5
1060,7,24037,7
1061,7,24075,6
1062,7,24133,6
1063,7,24135,8
1064,7,24227,6
1065,7,24365,8
1066,7,24543,7
1067,7,24655,8
1068,7,24703,7
1069,7,24713,8
1070,7,24765,8
1071,7,24873,5
1072,7,25157,7
1073,7,25159,8
1074,7,25283,8
1075,7,25397,8
1076,7,25429,8
1077,7,25687,8
1078,7,25689,6
1079,7,26349,7
1080,7,26351,7
1081,7,27775,8
1082,7,27787,6
1083,7,27829,8
1084,7,28121,7
1085,7,28179,6
1086,7,28215,8
1087,7,28285,7
1088,7,28391,6
1089,7,28497,9
1090,7,28713,8
1091,7,28819,6
1092,7,28825,7
1093,7,28907,7
1094,7,28979,6
1095,7,28999,7
1096,7,29027,7
1097,7,29067,7
1098,7,29163,8
1099,7,29589,8
1100,7,29785,5
1101,7,29786,6
1102,7,29803,8
1103,7,30276,8
1104,7,30296,8
1105,7,30300,7
1106,7,30307,6
1107,7,30321,7
1108,7,30347,8
1109,7,30363,7
1110,7,30365,7
1111,7,30379,5
1112,7,30384,7
1113,7,30503,8
1114,7,30544,8
1115,7,30740,8
1116,7,30749,7
1117,7,30831,8
1118,7,30885,7
1119,7,30991,7
1120,7,31043,9
1121,7,31149,8
1122,7,31156,7
1123,7,31338,6
1124,7,31404,7
1125,7,31439,5
1126,7,31442,5
1127,7,31560,7
1128,7,31630,5
1129,7,31637,7
1130,7,31704,8
1131,7,31716,8
1132,7,31737,7
1133,7,31845,5
1134,7,31859,7
1135,7,31867,7
1136,7,31914,6
1137,7,31952,6
1138,7,31953,7
1139,7,31980,6
1140,7,32093,8
1141,7,32108,7
1142,7,32171,5
1143,7,32215,7
1144,7,32360,7
1145,7,32380,4
1146,7,32553,5
1147,7,33091,8
1148,7,33341,7
1149,8,269,9
1150,8,355,9
1151,8,6702,10
1152,8,7088,5
1153,8,7593,9
1154,8,8630,8
1155,8,10620,6
1156,8,10793,10
1157,8,11241,7
1158,8,11757,9
1159,8,13759,9
1160,8,15583,9
1161,9,1887,8
1162,10,20,-1
1163,10,1535,-1
1164,10,2581,-1
1165,10,5114,10
1166,10,9253,-1
1167,10,11757,9
1168,10,16498,-1
1169,10,21881,9
1170,11,30,5
1171,11,43,7
1172,11,44,7
1173,11,54,-1
1174,11,59,7
1175,11,61,4
1176,11,104,9
1177,11,120,6
1178,11,121,7
1179,11,122,6
1180,11,143,7
1181,11,149,5
1182,11,164,8
1183,11,177,7
1184,11,199,10
1185,11,202,9
1186,11,232,6
1187,11,243,4
1188,11,249,9
1189,11,270,-1
1190,11,338,10
1191,11,357,7
1192,11,416,10
1193,11,430,6
1194,11,431,8
1195,11,440,10
1196,11,441,9
1197,11,449,6
1198,11,450,7
1199,11,451,6
1200,11,452,9
1201,11,497,7
1202,11,512,5
1203,11,513,9
1204,11,522,7
1205,11,523,8
1206,11,528,7
1207,11,530,7
1208,11,531,7
1209,11,532,7
1210,11,543,6
1211,11,565,6
1212,11,572,7
1213,11,578,10
1214,11,589,9
1215,11,597,7
1216,11,687,4
1217,11,723,7
1218,11,740,7
1219,11,759,8
1220,11,790,8
1221,11,853,7
1222,11,855,6
1223,11,879,7
1224,11,934,8
1225,11,996,7
1226,11,997,7
1227,11,1002,7
1228,11,1032,8
1229,11,1060,8
1230,11,1117,9
1231,11,1118,8
1232,11,1239,7
1233,11,1240,7
1234,11,1709,6
1235,11,1889,8
1236,11,2167,7
1237,11,2313,10
1238,11,2685,6
1239,11,2847,6
1240,11,2890,6
1241,11,3577,6
1242,11,3652,6
1243,11,3702,9
1244,11,4059,7
1245,11,4181,8
1246,11,4896,6
1247,11,4898,6
1248,11,5030,6
1249,11,5060,7
1250,11,5114,8
1251,11,6164,6
1252,11,6280,7
1253,11,6351,9
1254,11,6707,4
1255,11,6747,7
1256,11,6811,8
1257,11,7593,8
1258,11,7674,7
1259,11,9253,7
1260,11,9756,7
1261,11,10030,7
1262,11,11757,8
1263,11,12355,9
1264,11,12365,7
1265,11,13599,5
1266,11,13601,8
1267,11,16498,9
1268,11,18153,9
1269,11,18507,7
1270,11,18679,9
1271,11,20159,8
1272,11,21241,8
1273,11,21339,8
1274,11,21881,8
1275,11,22145,7
1276,11,22265,9
1277,11,23251,9
1278,11,23281,9
1279,11,25015,8
1280,11,28675,8
1281,11,30276,8
1282,12,223,8
1283,12,225,6
1284,12,302,9
1285,12,392,9
1286,12,813,9
1287,12,853,9
1288,12,877,9
1289,12,1535,10
1290,12,1562,9
1291,12,1575,10
1292,12,2025,9
1293,12,2904,10
1294,12,4182,7
1295,12,5114,9
1296,12,6033,9
1297,12,6573,9
1298,12,7338,9
1299,12,8074,6
1300,12,8888,9
1301,12,9253,10
1302,12,11757,9
1303,12,16498,10
1304,13,1,-1
1305,13,5,-1
1306,13,6,-1
1307,13,19,-1
1308,13,25,-1
1309,13,30,-1
1310,13,32,-1
1311,13,43,-1
1312,13,47,-1
1313,13,114,-1
1314,13,164,-1
1315,13,198,-1
1316,13,199,-1
1317,13,205,-1
1318,13,227,-1
1319,13,239,-1
1320,13,245,-1
1321,13,270,-1
1322,13,323,-1
1323,13,330,-1
1324,13,339,-1
1325,13,431,-1
1326,13,437,-1
1327,13,486,-1
1328,13,527,-1
1329,13,543,-1
1330,13,552,-1
1331,13,570,-1
1332,13,658,-1
1333,13,777,-1
1334,13,790,-1
1335,13,849,-1
1336,13,875,-1
1337,13,889,-1
1338,13,958,-1
1339,13,974,-1
1340,13,1050,-1
1341,13,1132,-1
1342,13,1192,-1
1343,13,1210,-1
1344,13,1246,-1
1345,13,1292,-1
1346,13,1313,-1
1347,13,1379,-1
1348,13,1519,-1
1349,13,1535,-1
1350,13,1571,-1
1351,13,1774,-1
1352,13,1943,-1
1353,13,1980,-1
1354,13,2001,-1
1355,13,2154,-1
1356,13,2175,-1
1357,13,2236,-1
1358,13,2246,-1
1359,13,2251,-1
1360,13,2385,-1
1361,13,2386,-1
1362,13,2418,-1
1363,13,2759,-1
1364,13,2890,-1
1365,13,2961,-1
1366,13,2985,-1
1367,13,3002,-1
1368,13,3087,-1
1369,13,3702,-1
1370,13,3784,-1
1371,13,3901,-1
1372,13,4087,-1
1373,13,4898,-1
1374,13,4901,-1
1375,13,4970,-1
1376,13,4975,-1
1377,13,4983,-1
1378,13,5040,-1
1379,13,5081,-1
1380,13,5681,-1
1381,13,6030,-1
1382,13,6162,-1
1383,13,6347,-1
1384,13,6675,-1
1385,13,6707,-1
1386,13,6746,-1
1387,13,6774,-1
1388,13,7148,-1
1389,13,7647,-1
1390,13,7724,-1
1391,13,7762,-1
1392,13,8074,-1
1393,13,8302,-1
1394,13,8408,-1
1395,13,8424,-1
1396,13,8440,-1
1397,13,8726,-1
1398,13,8795,-1
1399,13,9074,-1
1400,13,9253,-1
1401,13,9479,-1
1402,13,9515,-1
1403,13,9756,-1
1404,13,9834,-1
1405,13,10087,-1
1406,13,10163,-1
1407,13,10191,-1
1408,13,10216,-1
1409,13,10271,-1
1410,13,10357,-1
1411,13,10389,-1
1412,13,10396,-1
1413,13,10711,-1
1414,13,10721,-1
1415,13,10739,-1
1416,13,10793,-1
1417,13,10798,-1
1418,13,10845,-1
1419,13,10893,-1
1420,13,10924,-1
1421,13,11531,-1
1422,13,11843,-1
1423,13,11977,-1
1424,13,11979,-1
1425,13,11981,-1
1426,13,12413,-1
1427,13,12623,-1
1428,13,12883,-1
1429,13,12893,-1
1430,13,13053,-1
1431,13,13331,-1
1432,13,13411,-1
1433,13,13535,-1
1434,13,13601,-1
1435,13,14131,-1
1436,13,14345,-1
1437,13,14349,-1
1438,13,14353,-1
1439,13,14467,-1
1440,13,14719,-1
1441,13,15315,-1
1442,13,15391,-1
1443,13,16005,-1
1444,13,16009,-1
1445,13,16035,-1
1446,13,16241,-1
1447,13,16592,-1
1448,13,16782,-1
1449,13,17821,-1
1450,13,18229,-1
1451,13,18507,-1
1452,13,18619,-1
1453,13,18679,-1
1454,13,19221,-1
1455,13,19257,-1
1456,13,19429,-1
1457,13,19775,-1
1458,13,20031,-1
1459,13,20053,-1
1460,13,20057,-1
1461,13,20507,-1
1462,13,20709,-1
1463,13,20853,-1
1464,13,20899,-1
1465,13,21405,-1
1466,13,21659,-1
1467,13,21843,-1
1468,13,22135,-1
1469,13,22145,-1
1470,13,22147,-1
1471,13,22319,-1
1472,13,22789,-1
1473,13,23283,-1
1474,13,23327,-1
1475,13,26055,-1
1476,13,27899,-1
1477,13,28223,-1
1478,14,133,6
1479,14,135,8
